period,label,specialty_code,provider_code,provider_name,total_waiting,within_18w,over_52w,n_source_rows
2024-01,January 2024,C_100,A4M8P,BUCKSHAW HOSPITAL,1276.0,906.0,32.0,15
2024-01,January 2024,C_100,AAH,TETBURY HOSPITAL TRUST LTD,107.0,97.0,0.0,3
2024-01,January 2024,C_100,ADP02,KIMS HOSPITAL (NEWNHAM COURT),188.0,163.0,0.0,1
2024-01,January 2024,C_100,AY1,MEDEFER,75.0,75.0,0.0,4
2024-01,January 2024,C_100,B3M1X,CLAREMONT PRIVATE HOSPITAL,217.0,166.0,0.0,9
2024-01,January 2024,C_100,DFQ,NORWICH & NORFOLK SURGICAL LTD (N2S),198.0,168.0,0.0,1
2024-01,January 2024,C_100,DTT,PHOENIX PUBLIC HEALTH LTD,172.0,102.0,24.0,17
2024-01,January 2024,C_100,DX1,THE NEW FOSCOTE HOSPITAL LTD,180.0,179.0,0.0,6
2024-01,January 2024,C_100,F9Z4V,CIRCLE READING HOSPITAL,179.0,112.0,2.0,6
2024-01,January 2024,C_100,G3Q3Z,NUFFIELD HEALTH HIGHGATE HOSPITAL,125.0,104.0,0.0,5
2024-01,January 2024,C_100,G3Z1Q,SULIS HOSPITAL BATH (FOXCOTE AVENUE),409.0,277.0,2.0,5
2024-01,January 2024,C_100,H4I8B,NUFFIELD HEALTH THE HOLLY HOSPITAL,528.0,344.0,1.0,8
2024-01,January 2024,C_100,K8I4X,GLENDON WOOD HOSPITAL,88.0,71.0,3.0,3
2024-01,January 2024,C_100,NAM01,PROBUS SURGICAL CENTRE,184.0,165.0,0.0,2
2024-01,January 2024,C_100,NEY,PIONEER HEALTHCARE LIMITED,322.0,126.0,25.0,3
2024-01,January 2024,C_100,NN4,TYNESIDE SURGICAL SERVICES LTD,63.0,48.0,0.0,4
2024-01,January 2024,C_100,NN5,MANCHESTER SURGICAL SERVICES LTD,266.0,71.0,97.0,11
2024-01,January 2024,C_100,NN8,SPENCER PRIVATE HOSPITALS LTD,286.0,184.0,6.0,1
2024-01,January 2024,C_100,NNE,DORKING HEALTHCARE LIMITED (DHC),117.0,102.0,0.0,1
2024-01,January 2024,C_100,NT202,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",95.0,62.0,0.0,3
2024-01,January 2024,C_100,NT204,"NUFFIELD HEALTH, BRENTWOOD HOSPITAL",122.0,79.0,15.0,7
2024-01,January 2024,C_100,NT205,"NUFFIELD HEALTH, BRIGHTON HOSPITAL",53.0,45.0,0.0,3
2024-01,January 2024,C_100,NT206,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",33.0,18.0,0.0,3
2024-01,January 2024,C_100,NT209,"NUFFIELD HEALTH, CAMBRIDGE HOSPITAL",33.0,22.0,0.0,4
2024-01,January 2024,C_100,NT211,"NUFFIELD HEALTH, CHELTENHAM HOSPITAL",32.0,18.0,3.0,2
2024-01,January 2024,C_100,NT212,"NUFFIELD HEALTH, CHICHESTER HOSPITAL",26.0,16.0,0.0,3
2024-01,January 2024,C_100,NT213,"NUFFIELD HEALTH, DERBY HOSPITAL",147.0,44.0,3.0,3
2024-01,January 2024,C_100,NT218,"NUFFIELD HEALTH, HAYWARDS HEATH HOSPITAL",86.0,40.0,5.0,2
2024-01,January 2024,C_100,NT219,"NUFFIELD HEALTH, HEREFORD HOSPITAL",53.0,44.0,0.0,4
2024-01,January 2024,C_100,NT224,"NUFFIELD HEALTH, WARWICKSHIRE HOSPITAL",23.0,20.0,0.0,2
2024-01,January 2024,C_100,NT225,"NUFFIELD HEALTH, LEEDS HOSPITAL",373.0,170.0,26.0,6
2024-01,January 2024,C_100,NT226,"NUFFIELD HEALTH, LEICESTER HOSPITAL",1.0,1.0,0.0,1
2024-01,January 2024,C_100,NT230,"NUFFIELD HEALTH, NORTH STAFFORDSHIRE HOSPITAL",89.0,37.0,10.0,5
2024-01,January 2024,C_100,NT233,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",120.0,74.0,2.0,3
2024-01,January 2024,C_100,NT237,"NUFFIELD HEALTH, TEES HOSPITAL",136.0,108.0,0.0,5
2024-01,January 2024,C_100,NT239,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",99.0,23.0,29.0,5
2024-01,January 2024,C_100,NT241,"NUFFIELD HEALTH, WOKING HOSPITAL",20.0,14.0,2.0,5
2024-01,January 2024,C_100,NT242,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",43.0,39.0,0.0,5
2024-01,January 2024,C_100,NT301,SPIRE SOUTH BANK HOSPITAL,467.0,260.0,2.0,5
2024-01,January 2024,C_100,NT308,SPIRE GATWICK PARK HOSPITAL,34.0,16.0,1.0,2
2024-01,January 2024,C_100,NT30A,SPIRE NOTTINGHAM HOSPITAL,52.0,38.0,1.0,6
2024-01,January 2024,C_100,NT310,SPIRE TUNBRIDGE WELLS HOSPITAL,116.0,112.0,0.0,7
2024-01,January 2024,C_100,NT312,SPIRE ALEXANDRA HOSPITAL,100.0,85.0,0.0,2
2024-01,January 2024,C_100,NT313,SPIRE WELLESLEY HOSPITAL,230.0,123.0,1.0,6
2024-01,January 2024,C_100,NT314,SPIRE LONDON EAST,568.0,407.0,3.0,7
2024-01,January 2024,C_100,NT315,SPIRE BUSHEY HOSPITAL,84.0,81.0,1.0,5
2024-01,January 2024,C_100,NT316,SPIRE HARPENDEN HOSPITAL,117.0,116.0,0.0,4
2024-01,January 2024,C_100,NT317,SPIRE CAMBRIDGE LEA HOSPITAL,20.0,14.0,0.0,2
2024-01,January 2024,C_100,NT319,SPIRE HARTSWOOD HOSPITAL,233.0,169.0,0.0,7
2024-01,January 2024,C_100,NT320,SPIRE PARKWAY HOSPITAL,150.0,100.0,0.0,3
2024-01,January 2024,C_100,NT321,SPIRE LITTLE ASTON HOSPITAL,203.0,149.0,0.0,6
2024-01,January 2024,C_100,NT324,SPIRE CHESHIRE HOSPITAL,299.0,218.0,0.0,8
2024-01,January 2024,C_100,NT325,SPIRE MURRAYFIELD HOSPITAL,171.0,157.0,0.0,7
2024-01,January 2024,C_100,NT327,SPIRE MANCHESTER HOSPITAL,119.0,2.0,3.0,6
2024-01,January 2024,C_100,NT332,SPIRE LEEDS HOSPITAL,222.0,199.0,0.0,4
2024-01,January 2024,C_100,NT333,SPIRE WASHINGTON HOSPITAL,168.0,154.0,0.0,7
2024-01,January 2024,C_100,NT337,SPIRE LIVERPOOL HOSPITAL,787.0,582.0,0.0,13
2024-01,January 2024,C_100,NT339,SPIRE REGENCY HOSPITAL,231.0,214.0,0.0,8
2024-01,January 2024,C_100,NT343,SPIRE THAMES VALLEY HOSPITAL,19.0,15.0,0.0,4
2024-01,January 2024,C_100,NT344,SPIRE DUNEDIN HOSPITAL,128.0,109.0,0.0,4
2024-01,January 2024,C_100,NT345,SPIRE CLARE PARK HOSPITAL,146.0,87.0,0.0,7
2024-01,January 2024,C_100,NT347,SPIRE FYLDE COAST HOSPITAL,417.0,291.0,5.0,8
2024-01,January 2024,C_100,NT348,SPIRE ELLAND HOSPITAL,132.0,120.0,0.0,7
2024-01,January 2024,C_100,NT350,SPIRE METHLEY PARK HOSPITAL,225.0,192.0,0.0,7
2024-01,January 2024,C_100,NT351,SPIRE HULL AND EAST RIDING HOSPITAL,475.0,441.0,0.0,8
2024-01,January 2024,C_100,NT364,SPIRE MONTEFIORE HOSPITAL,39.0,31.0,0.0,4
2024-01,January 2024,C_100,NT3X3,SPIRE ST ANTHONY'S HOSPITAL,262.0,233.0,2.0,7
2024-01,January 2024,C_100,NT401,ALEXANDRA HOSPITAL,132.0,95.0,19.0,10
2024-01,January 2024,C_100,NT402,BATH CLINIC,39.0,32.0,0.0,5
2024-01,January 2024,C_100,NT403,BEARDWOOD HOSPITAL,314.0,274.0,0.0,9
2024-01,January 2024,C_100,NT404,BEAUMONT HOSPITAL,663.0,464.0,4.0,18
2024-01,January 2024,C_100,NT405,BISHOPS WOOD HOSPITAL,63.0,59.0,0.0,7
2024-01,January 2024,C_100,NT406,BLACKHEATH HOSPITAL,126.0,91.0,1.0,10
2024-01,January 2024,C_100,NT408,CHAUCER HOSPITAL,204.0,137.0,0.0,3
2024-01,January 2024,C_100,NT409,CHELSFIELD PARK HOSPITAL,112.0,65.0,0.0,3
2024-01,January 2024,C_100,NT410,CHILTERN HOSPITAL,18.0,13.0,0.0,5
2024-01,January 2024,C_100,NT411,CLEMENTINE CHURCHILL HOSPITAL,251.0,251.0,0.0,7
2024-01,January 2024,C_100,NT412,DROITWICH SPA HOSPITAL,220.0,85.0,3.0,7
2024-01,January 2024,C_100,NT416,HENDON HOSPITAL,144.0,97.0,8.0,7
2024-01,January 2024,C_100,NT417,GORING HALL HOSPITAL,109.0,85.0,0.0,5
2024-01,January 2024,C_100,NT418,HAMPSHIRE CLINIC,23.0,18.0,0.0,4
2024-01,January 2024,C_100,NT420,HIGHFIELD HOSPITAL,391.0,172.0,8.0,15
2024-01,January 2024,C_100,NT421,KINGS OAK HOSPITAL,90.0,72.0,0.0,7
2024-01,January 2024,C_100,NT422,LONDON INDEPENDENT HOSPITAL,886.0,648.0,17.0,12
2024-01,January 2024,C_100,NT423,MANOR HOSPITAL,47.0,35.0,1.0,3
2024-01,January 2024,C_100,NT424,MERIDEN HOSPITAL,198.0,142.0,0.0,6
2024-01,January 2024,C_100,NT427,PARK HOSPITAL,141.0,86.0,8.0,7
2024-01,January 2024,C_100,NT428,PRINCESS MARGARET HOSPITAL,13.0,11.0,0.0,4
2024-01,January 2024,C_100,NT429,PRIORY HOSPITAL,192.0,124.0,0.0,8
2024-01,January 2024,C_100,NT430,RIDGEWAY HOSPITAL,204.0,174.0,0.0,7
2024-01,January 2024,C_100,NT431,RUNNYMEDE HOSPITAL,54.0,53.0,0.0,5
2024-01,January 2024,C_100,NT433,SARUM ROAD HOSPITAL,20.0,12.0,0.0,1
2024-01,January 2024,C_100,NT434,SAXON CLINIC,163.0,106.0,1.0,5
2024-01,January 2024,C_100,NT436,SHIRLEY OAKS HOSPITAL,92.0,65.0,2.0,7
2024-01,January 2024,C_100,NT437,SLOANE HOSPITAL,131.0,85.0,2.0,6
2024-01,January 2024,C_100,NT440,THORNBURY HOSPITAL,50.0,49.0,0.0,6
2024-01,January 2024,C_100,NT441,THREE SHIRES HOSPITAL,647.0,421.0,0.0,12
2024-01,January 2024,C_100,NT443,WINTERBOURNE HOSPITAL,60.0,59.0,1.0,3
2024-01,January 2024,C_100,NT446,ST EDMUNDS HOSPITAL,58.0,54.0,0.0,5
2024-01,January 2024,C_100,NT447,DUCHY HOSPITAL,134.0,103.0,0.0,4
2024-01,January 2024,C_100,NT448,HUDDERSFIELD HOSPITAL,170.0,162.0,0.0,6
2024-01,January 2024,C_100,NT449,LANCASTER HOSPITAL,87.0,81.0,0.0,5
2024-01,January 2024,C_100,NT450,LINCOLN HOSPITAL,16.0,9.0,0.0,2
2024-01,January 2024,C_100,NT451,CAVELL HOSPITAL,111.0,97.0,0.0,7
2024-01,January 2024,C_100,NT455,MOUNT ALVERNIA HOSPITAL,47.0,46.0,0.0,4
2024-01,January 2024,C_100,NT457,WOODLANDS HOSPITAL,294.0,234.0,0.0,7
2024-01,January 2024,C_100,NT490,SOUTHEND PRIVATE HOSPITAL,10.0,9.0,0.0,4
2024-01,January 2024,C_100,NTE02,ST HUGH'S HOSPITAL,209.0,159.0,1.0,5
2024-01,January 2024,C_100,NTP11,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,1193.0,579.0,6.0,6
2024-01,January 2024,C_100,NTP13,PRACTICE PLUS GROUP HOSPITAL - BARLBOROUGH,34.0,25.0,3.0,4
2024-01,January 2024,C_100,NTP15,PRACTICE PLUS GROUP HOSPITAL - ILFORD,974.0,266.0,103.0,8
2024-01,January 2024,C_100,NTP16,PRACTICE PLUS GROUP SURGICAL CENTRE - GILLINGHAM,296.0,179.0,26.0,8
2024-01,January 2024,C_100,NTPAD,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,425.0,383.0,0.0,4
2024-01,January 2024,C_100,NTPH1,PRACTICE PLUS GROUP HOSPITAL - SHEPTON MALLET,204.0,165.0,4.0,6
2024-01,January 2024,C_100,NTPH2,PRACTICE PLUS GROUP HOSPITAL - EMERSONS GREEN,487.0,347.0,2.0,5
2024-01,January 2024,C_100,NTPH3,PRACTICE PLUS GROUP SURGICAL CENTRE - DEVIZES,102.0,70.0,0.0,4
2024-01,January 2024,C_100,NTPH5,PRACTICE PLUS GROUP HOSPITAL - PLYMOUTH,60.0,37.0,2.0,3
2024-01,January 2024,C_100,NTX,THE ONE HEALTH GROUP PLC,431.0,385.0,1.0,19
2024-01,January 2024,C_100,NVC01,ASHTEAD HOSPITAL,198.0,147.0,7.0,15
2024-01,January 2024,C_100,NVC02,THE BERKSHIRE INDEPENDENT HOSPITAL,90.0,69.0,3.0,5
2024-01,January 2024,C_100,NVC04,DUCHY HOSPITAL,278.0,163.0,3.0,2
2024-01,January 2024,C_100,NVC05,EUXTON HALL HOSPITAL,508.0,391.0,4.0,13
2024-01,January 2024,C_100,NVC06,FITZWILLIAM HOSPITAL,356.0,266.0,1.0,7
2024-01,January 2024,C_100,NVC07,FULWOOD HALL HOSPITAL,441.0,277.0,6.0,12
2024-01,January 2024,C_100,NVC08,MOUNT STUART HOSPITAL,359.0,155.0,17.0,3
2024-01,January 2024,C_100,NVC09,NEW HALL HOSPITAL,122.0,82.0,1.0,5
2024-01,January 2024,C_100,NVC0I,BEACON PARK HOSPITAL,108.0,41.0,1.0,9
2024-01,January 2024,C_100,NVC0R,TEES VALLEY HOSPITAL,458.0,428.0,0.0,6
2024-01,January 2024,C_100,NVC11,NORTH DOWNS HOSPITAL,301.0,134.0,13.0,6
2024-01,January 2024,C_100,NVC12,OAKLANDS HOSPITAL,2106.0,1090.0,64.0,18
2024-01,January 2024,C_100,NVC13,OAKS HOSPITAL,197.0,98.0,8.0,10
2024-01,January 2024,C_100,NVC14,PARK HILL HOSPITAL,2.0,1.0,0.0,1
2024-01,January 2024,C_100,NVC15,PINEHILL HOSPITAL,292.0,234.0,0.0,5
2024-01,January 2024,C_100,NVC16,RENACRES HOSPITAL,600.0,521.0,0.0,11
2024-01,January 2024,C_100,NVC17,ROWLEY HALL HOSPITAL,272.0,195.0,1.0,11
2024-01,January 2024,C_100,NVC18,SPRINGFIELD HOSPITAL,513.0,397.0,16.0,14
2024-01,January 2024,C_100,NVC19,RIVERS HOSPITAL,408.0,290.0,3.0,8
2024-01,January 2024,C_100,NVC1H,STOURSIDE HOSPITAL,403.0,251.0,22.0,8
2024-01,January 2024,C_100,NVC20,THE YORKSHIRE CLINIC,1730.0,1158.0,33.0,14
2024-01,January 2024,C_100,NVC21,WEST MIDLANDS HOSPITAL,246.0,152.0,5.0,7
2024-01,January 2024,C_100,NVC22,WINFIELD HOSPITAL,181.0,159.0,0.0,4
2024-01,January 2024,C_100,NVC23,WOODLAND HOSPITAL,486.0,331.0,37.0,9
2024-01,January 2024,C_100,NVC27,BOSTON WEST HOSPITAL,137.0,94.0,3.0,4
2024-01,January 2024,C_100,NVC29,COBALT HOSPITAL,270.0,178.0,1.0,7
2024-01,January 2024,C_100,NVC31,BLAKELANDS HOSPITAL,293.0,238.0,1.0,5
2024-01,January 2024,C_100,NVC40,WOODTHORPE HOSPITAL,219.0,142.0,3.0,9
2024-01,January 2024,C_100,NVC44,THE WESTBOURNE CENTRE,122.0,107.0,0.0,7
2024-01,January 2024,C_100,NVG01,FAIRFIELD HOSPITAL,508.0,372.0,0.0,15
2024-01,January 2024,C_100,NVM,EPSOMEDICAL GROUP,204.0,162.0,0.0,6
2024-01,January 2024,C_100,NWF01,BENENDEN HOSPITAL,225.0,165.0,2.0,6
2024-01,January 2024,C_100,NWX,HERE,15.0,9.0,0.0,2
2024-01,January 2024,C_100,NXP,INDEPENDENT HEALTH GROUP,477.0,471.0,0.0,8
2024-01,January 2024,C_100,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,6836.0,2738.0,759.0,53
2024-01,January 2024,C_100,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,4633.0,3600.0,1.0,14
2024-01,January 2024,C_100,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,1465.0,1157.0,29.0,6
2024-01,January 2024,C_100,R0F4N,NUFFIELD HEALTH PARKSIDE HOSPITAL,22.0,21.0,0.0,3
2024-01,January 2024,C_100,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,84.0,49.0,0.0,4
2024-01,January 2024,C_100,R1F,ISLE OF WIGHT NHS TRUST,1137.0,491.0,156.0,2
2024-01,January 2024,C_100,R1H,BARTS HEALTH NHS TRUST,3403.0,1672.0,299.0,30
2024-01,January 2024,C_100,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,3056.0,1457.0,154.0,24
2024-01,January 2024,C_100,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,4391.0,2408.0,156.0,29
2024-01,January 2024,C_100,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,131.0,89.0,5.0,3
2024-01,January 2024,C_100,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,1258.0,606.0,65.0,6
2024-01,January 2024,C_100,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,9063.0,4331.0,372.0,32
2024-01,January 2024,C_100,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,1888.0,629.0,376.0,21
2024-01,January 2024,C_100,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,1437.0,765.0,39.0,11
2024-01,January 2024,C_100,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,1303.0,490.0,99.0,11
2024-01,January 2024,C_100,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,1290.0,579.0,5.0,8
2024-01,January 2024,C_100,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,1323.0,442.0,194.0,10
2024-01,January 2024,C_100,RBK,WALSALL HEALTHCARE NHS TRUST,1386.0,669.0,94.0,8
2024-01,January 2024,C_100,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,273.0,218.0,11.0,3
2024-01,January 2024,C_100,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,6208.0,3775.0,291.0,37
2024-01,January 2024,C_100,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,5661.0,2931.0,379.0,24
2024-01,January 2024,C_100,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,4525.0,2253.0,230.0,45
2024-01,January 2024,C_100,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,436.0,343.0,8.0,7
2024-01,January 2024,C_100,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,2252.0,1383.0,54.0,10
2024-01,January 2024,C_100,RCF,AIREDALE NHS FOUNDATION TRUST,2205.0,1139.0,141.0,11
2024-01,January 2024,C_100,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",1488.0,761.0,45.0,8
2024-01,January 2024,C_100,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,3470.0,2072.0,115.0,14
2024-01,January 2024,C_100,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,2022.0,763.0,438.0,13
2024-01,January 2024,C_100,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,11676.0,6325.0,565.0,29
2024-01,January 2024,C_100,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,2120.0,1251.0,143.0,21
2024-01,January 2024,C_100,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,2308.0,1312.0,56.0,5
2024-01,January 2024,C_100,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3268.0,1115.0,170.0,19
2024-01,January 2024,C_100,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",4081.0,2376.0,71.0,20
2024-01,January 2024,C_100,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,1965.0,1436.0,6.0,5
2024-01,January 2024,C_100,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,1571.0,878.0,40.0,13
2024-01,January 2024,C_100,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,1334.0,632.0,262.0,6
2024-01,January 2024,C_100,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,6678.0,3573.0,241.0,32
2024-01,January 2024,C_100,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3979.0,1586.0,562.0,8
2024-01,January 2024,C_100,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,2965.0,1408.0,206.0,17
2024-01,January 2024,C_100,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1445.0,680.0,186.0,27
2024-01,January 2024,C_100,RH5,SOMERSET NHS FOUNDATION TRUST,2181.0,1515.0,80.0,15
2024-01,January 2024,C_100,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,1428.0,702.0,103.0,6
2024-01,January 2024,C_100,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,1172.0,545.0,105.0,13
2024-01,January 2024,C_100,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,1401.0,715.0,81.0,19
2024-01,January 2024,C_100,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,5696.0,3059.0,570.0,33
2024-01,January 2024,C_100,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,2079.0,1729.0,1.0,23
2024-01,January 2024,C_100,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,1005.0,624.0,52.0,28
2024-01,January 2024,C_100,RJ2,LEWISHAM AND GREENWICH NHS TRUST,9224.0,4536.0,733.0,36
2024-01,January 2024,C_100,RJ6,CROYDON HEALTH SERVICES NHS TRUST,1884.0,1421.0,2.0,15
2024-01,January 2024,C_100,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1262.0,628.0,44.0,34
2024-01,January 2024,C_100,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,1592.0,731.0,127.0,14
2024-01,January 2024,C_100,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,10064.0,5267.0,488.0,31
2024-01,January 2024,C_100,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,4672.0,3211.0,19.0,24
2024-01,January 2024,C_100,RJN,EAST CHESHIRE NHS TRUST,1447.0,860.0,33.0,10
2024-01,January 2024,C_100,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,1208.0,409.0,126.0,13
2024-01,January 2024,C_100,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,3773.0,1061.0,402.0,31
2024-01,January 2024,C_100,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,4717.0,2759.0,153.0,14
2024-01,January 2024,C_100,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,51.0,30.0,2.0,2
2024-01,January 2024,C_100,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,7707.0,3670.0,404.0,35
2024-01,January 2024,C_100,RKE,WHITTINGTON HEALTH NHS TRUST,2991.0,1787.0,193.0,21
2024-01,January 2024,C_100,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,8957.0,4236.0,436.0,34
2024-01,January 2024,C_100,RLQ,WYE VALLEY NHS TRUST,663.0,414.0,11.0,7
2024-01,January 2024,C_100,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,2356.0,1092.0,115.0,16
2024-01,January 2024,C_100,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7222.0,3661.0,599.0,22
2024-01,January 2024,C_100,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,5547.0,2445.0,425.0,41
2024-01,January 2024,C_100,RMC,BOLTON NHS FOUNDATION TRUST,4004.0,2212.0,357.0,21
2024-01,January 2024,C_100,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,1444.0,845.0,25.0,11
2024-01,January 2024,C_100,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,5030.0,2797.0,284.0,17
2024-01,January 2024,C_100,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,2898.0,1245.0,120.0,69
2024-01,January 2024,C_100,RN7,DARTFORD AND GRAVESHAM NHS TRUST,5176.0,3697.0,65.0,8
2024-01,January 2024,C_100,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,3093.0,1398.0,323.0,14
2024-01,January 2024,C_100,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,900.0,522.0,13.0,9
2024-01,January 2024,C_100,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,1513.0,936.0,17.0,11
2024-01,January 2024,C_100,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,3365.0,1756.0,238.0,20
2024-01,January 2024,C_100,RNZ,SALISBURY NHS FOUNDATION TRUST,1332.0,673.0,48.0,13
2024-01,January 2024,C_100,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,2671.0,1986.0,2.0,19
2024-01,January 2024,C_100,RPA,MEDWAY NHS FOUNDATION TRUST,1096.0,715.0,25.0,9
2024-01,January 2024,C_100,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,112.0,100.0,0.0,24
2024-01,January 2024,C_100,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,4119.0,1891.0,321.0,35
2024-01,January 2024,C_100,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,3528.0,1840.0,182.0,22
2024-01,January 2024,C_100,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,4929.0,3169.0,40.0,38
2024-01,January 2024,C_100,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,2242.0,1604.0,19.0,8
2024-01,January 2024,C_100,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,1623.0,1185.0,44.0,32
2024-01,January 2024,C_100,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1993.0,825.0,217.0,23
2024-01,January 2024,C_100,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,6840.0,2820.0,500.0,48
2024-01,January 2024,C_100,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,145.0,89.0,0.0,13
2024-01,January 2024,C_100,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,814.0,682.0,9.0,11
2024-01,January 2024,C_100,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,76.0,69.0,3.0,2
2024-01,January 2024,C_100,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,6078.0,5367.0,0.0,21
2024-01,January 2024,C_100,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,5713.0,2807.0,339.0,28
2024-01,January 2024,C_100,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1725.0,1005.0,25.0,21
